乗る	to take, to ride	noru	noru	JDIC_Audio_All/のる - 乗る.mp3	--	のる	to take, to ride
入る	to enter	hairu	hairu	JDIC_Audio_All/はいる - 入る.mp3	--	はいる	to enter
履く	to put on shoes	haku	haku	JDIC_Audio_All/はく - 履く.mp3	--	はく	to put on shoes
始まる	to begin, to start	hajimaru	hajimaru	JDIC_Audio_All/はじまる - 始まる.mp3	--	はじまる	to begin, to start
走る	to run	hashiru	hashiru	JDIC_Audio_All/はしる - 走る.mp3	--	はしる	to run
働く	to work	hataraku	hataraku	JDIC_Audio_All/はたらく - 働く.mp3	--	はたらく	to work
話す	to talk, to speak, to tell	hanasu	hanasu	JDIC_Audio_All/はなす - 話す.mp3	--	はなす	to talk, to speak, to tell
張る	to put something on, to stick	haru	haru	JDIC_Audio_All/はる - 張る.mp3	--	はる	to put something on, to stick
晴れる	to clear up	hareru	hareru	JDIC_Audio_All/はれる - 晴れる.mp3	--	はれる	to clear up
引く	to pull	hiku	hiku	JDIC_Audio_All/ひく - 引く.mp3	--	ひく	to pull
弾く	to play an instrument	hiku	hiku	JDIC_Audio_All/ひく - 弾く.mp3	--	ひく	to play an instrument
吹く	to blow (wind)	fuku	fuku	JDIC_Audio_All/ふく - 吹く.mp3	--	ふく	to blow (wind)
降る	to fall (rain, snow)	furu	furu	JDIC_Audio_All/ふる - 降る.mp3	--	ふる	to fall (rain, snow)
曲がる	to turn	magaru	magaru	JDIC_Audio_All/まがる - 曲がる.mp3	--	まがる	to turn
待つ	to wait	matsu	matsu	JDIC_Audio_All/まつ - 待つ.mp3	--	まつ	to wait
磨く	to polish, to brush	migaku	migaku	JDIC_Audio_All/みがく - 磨く.mp3	--	みがく	to polish, to brush
見せる	to show	miseru	miseru	JDIC_Audio_All/みせる - 見せる.mp3	--	みせる	to show
見る	to see, to watch	miru	miru	JDIC_Audio_All/みる - 見る.mp3	--	みる	to see, to watch
持つ	to have, to own	motsu	motsu	JDIC_Audio_All/もつ - 持つ.mp3	--	もつ	to have, to own
休む	to rest	yasumu	yasumu	JDIC_Audio_All/やすむ - 休む.mp3	--	やすむ	to rest
やる	to do	yaru	yaru	JDIC_Audio_All/やる - 殺る.mp3	--	やる	to do
呼ぶ	to call	yobu	yobu	JDIC_Audio_All/よぶ - 呼ぶ.mp3	--	よぶ	to call
読む	to read	yomu	yomu	JDIC_Audio_All/よむ - 読む.mp3	--	よむ	to read
分かる	to know, to understand	wakaru	wakaru	JDIC_Audio_All/わかる - 分かる.mp3	--	わかる	to know, to understand
忘れる	to forget	wasureru	wasureru	sounds/g6/e5bf98_wasureru.wav	--	わすれる	to forget
渡す	to hand over	watasu	watasu	JDIC_Audio_All/わたす - 渡す.mp3	--	わたす	to hand over
