人気	popularity	ninki	ninki	JDIC_Audio_All/にんき - 人気.mp3	--	にんき	popularity
親切	kind	shinsetsu	shinsetsu	JDIC_Audio_All/しんせつ - 親切.mp3	--	しんせつ	kind
優しい	friendly	yasasahii	yasashii	JDIC_Audio_All/やさしい - 優しい.mp3	--	やさしい	friendly
最初	the first	saisho	saisho	JDIC_Audio_All/さいしょ - 最初.mp3	--	さいしょ	the first
最後	last	saigo	saigo	JDIC_Audio_All/さいご - 最後.mp3	--	さいご	last
お三十日	the 30th	osanjouka	osanjouka		--	おさんじょうか	the 30th
お正月	new year	oshougatsu	oshougatsu		--	おしょうがつ	new year
帰国	return home	kikoku	kikoku	JDIC_Audio_All/きこく - 帰国.mp3	--	きこく	return home
腐る	rot	kusaru	kusaru	JDIC_Audio_All/くさる - 腐る.mp3	--	くさる	rot
臭い	odor	nioi	nioi	JDIC_Audio_All/くさい - 臭い.mp3	--	におい	odor
腐らない	it will not rot	kusaranai	kusaranai		--	くさらない	it will not rot
かなり	considerably	kanari	kanari		--	かなり	considerably
お祝い	celebration	oiwai	oiwai	JDIC_Audio_All/おいわい - お祝い.mp3	--	おいわい	celebration
年賀状	new year card	nengajou	nengajou	JDIC_Audio_All/ねんがじょう - 年賀状.mp3	--	ねんがじょう	new year card
くじ	lottery	kuji	kuji		--	くじ	lottery
露天風呂	outdoor bath	rotenburo	rotenburo	JDIC_Audio_All/ろてんぶろ - 露天風呂.mp3	--	ろてんぶろ	outdoor bath
氷	ice	kouri	kouri	sounds/g3/e6b0b7_koori.wav	--	こおり	ice
想像する	imagine	souzousuru	souzousuru	sounds/g5/e5838f_souzousuru.wav	--	そうぞうする	imagine
だけど	however	dakedo	dakedo	JDIC_Audio_All/だけど - だけど.mp3	--	だけど	however
手袋	gloves	tebukuro	tebukuro	JDIC_Audio_All/てぶくろ - 手袋.mp3	--	てぶくろ	gloves
マフラ	a muffler	mafura	mafura		--	まふら	a muffler
なくなる	disappear	nakunaru	nakunaru	sounds/g6/e4baa1_nakunaru.wav	--	なくなる	disappear
笑う	laugh	warau	warau	JDIC_Audio_All/わらう - 笑う.mp3	--	わらう	laugh
笑顔	a smile	egao	egao	JDIC_Audio_All/えがお - 笑顔.mp3	--	えがお	a smile
薄い	thin	usui	usui	JDIC_Audio_All/うすい - 薄い.mp3	--	うすい	thin
磨きます	polish	migakimasu	migakimasu		--	みがきます	polish
下ろす	to lower	orosu	orosu	JDIC_Audio_All/おろす - 下ろす.mp3	--	おろす	to lower
全く	absolutely	mattaku	mattaku	JDIC_Audio_All/まったく - 全く.mp3	--	まったく	absolutely
ぜひ	by all means	zehi	zehi		--	ぜひ	by all means
ばっかり	only	bakkari	bakkari		--	ばっかり	only
やがて	in due time	yagate	yagate		--	やがて	in due time
季節	the season	kisetsu	kisetsu	JDIC_Audio_All/きせつ - 季節.mp3	--	きせつ	the season
地球	the earth	chikyu	chikyu	JDIC_Audio_All/ちきゅう - 地球.mp3	--	ちきゅう	the earth
太陽	solar	taiyou	taiyou	JDIC_Audio_All/たいよう - 太陽.mp3	--	たいよう	solar
溶ける	melt	tokeru	tokeru	JDIC_Audio_All/とける - 溶ける.mp3	--	とける	melt
生活	life	seikatsu	seikatsu	JDIC_Audio_All/せいかつ - 生活.mp3	--	せいかつ	life
すっかり	completely	sukkari	sukkari	JDIC_Audio_All/すっかり - すっかり.mp3	--	すっかり	completely
枯れる	to die	kareru	kareru	JDIC_Audio_All/かれる - 枯れる.mp3	--	かれる	to die
困る	be troubled	komaru	komaru	JDIC_Audio_All/こまる - 困る.mp3	--	こまる	be troubled
集める	collect	atsumeru	atsumeru	JDIC_Audio_All/あつめる - 集める.mp3	--	あつめる	collect
楽	easy	raku	raku	JDIC_Audio_All/らく - 楽.mp3	--	らく	easy
怠け者	sloth	namakemono	namakemono	JDIC_Audio_All/なまけもの - 怠け者.mp3	--	なまけもの	sloth
がっかり	disappointed	gakkari	gakkari	JDIC_Audio_All/がっかり - がっかり.mp3	--	がっかり	disappointed
就職	finding employment	shuushoku	shuushoku	JDIC_Audio_All/しゅうしょく - 就職.mp3	--	しゅうしょく	finding employment
面接	interview	mensetsu	mensetsu	JDIC_Audio_All/めんせつ - 面接.mp3	--	めんせつ	interview
薪	firewood	maki	maki	JDIC_Audio_All/まき - 薪.mp3	--	まき	firewood
罠	trap	wana	wana	JDIC_Audio_All/わな - 罠.mp3	--	わな	trap
飛んでいく	to fly	tondeiku	tondeiku		--	とんでいく	to fly
